Start: 2025-04-04T13:10:23
ms	X1(V)	Y1(V)	I1(V)	X2(V)	Y2(V)	I2(V)	RX1(V)	RY1(V)	RX2(V)	RY2(V)
1236313	0.006	0.006	0.02	0.006	0.006	0.02	4.38	5.12	5.06	5.05
1236318	0.006	0.006	0.03	0.006	0.006	0.02	4.37	5.12	5.06	5.05
1236323	0.006	0.006	0.03	0.006	0.006	0.02	4.38	5.12	5.05	5.05
1236328	0.004	0.006	0.02	0.006	0.004	0.02	4.38	5.12	5.05	5.05
1236333	0.006	0.006	0.02	0.006	0.006	0.02	4.37	5.11	5.05	5.05
1236338	0.004	0.006	0.03	0.006	0.004	0.02	4.38	5.12	5.06	5.05
1236343	0.006	0.006	0.03	0.006	0.004	0.02	4.37	5.12	5.05	5.05
1236348	0.006	0.006	0.02	0.006	0.004	0.02	4.37	5.11	5.06	5.05
1236353	0.006	0.006	0.02	0.006	0.004	0.02	4.37	5.12	5.06	5.05
1236358	0.006	0.008	0.03	0.008	0.006	0.02	4.38	5.12	5.06	5.05
1236363	0.004	0.004	0.02	0.004	0.004	0.02	4.37	5.12	5.06	5.05
1236368	0.006	0.006	0.02	0.006	0.006	0.02	4.37	5.12	5.05	5.05
1236373	0.006	0.006	0.03	0.006	0.006	0.02	4.38	5.12	5.05	5.05
1236378	0.006	0.006	0.02	0.006	0.006	0.01	4.38	5.11	5.05	5.05
1236383	0.006	0.008	0.03	0.008	0.006	0.02	4.37	5.12	5.05	5.05
1236388	0.004	0.004	0.03	0.004	0.004	0.01	4.37	5.12	5.05	5.05
1236393	0.006	0.006	0.03	0.006	0.006	0.01	4.38	5.12	5.05	5.05
1236398	0.006	0.006	0.03	0.006	0.006	0.01	4.38	5.12	5.06	5.05
1236403	0.006	0.006	0.03	0.006	0.006	0.01	4.37	5.12	5.05	5.05
1236408	0.006	0.006	0.03	0.006	0.006	0.01	4.38	5.12	5.06	5.05
1236481	0.004	0.004	0.03	0.004	0.004	0.01	4.38	5.11	5.05	5.05
1236491	0.006	0.006	0.03	0.006	0.006	0.01	4.37	5.12	5.05	5.05
1236496	0.006	0.006	0.03	0.006	0.006	0.01	4.37	5.12	5.05	5.05
1236506	0.006	0.006	0.03	0.006	0.006	0.01	4.38	5.12	5.06	5.05
1236516	0.006	0.006	0.03	0.006	0.006	0.01	4.38	5.12	5.05	5.05
1236526	0.004	0.006	0.03	0.004	0.004	0.01	4.38	5.12	5.05	5.05
1236536	0.006	0.006	0.03	0.006	0.006	0.01	4.37	5.11	5.05	5.05
1236541	0.006	0.006	0.03	0.006	0.006	0.01	4.38	5.12	5.06	5.05
1236546	0.006	0.006	0.03	0.006	0.006	0.01	4.37	5.12	5.05	5.05
1236551	0.006	0.006	0.03	0.006	0.006	0.01	4.38	5.12	5.05	5.05
1236564	0.004	0.006	0.03	0.006	0.004	0.02	4.38	5.12	5.06	5.05
1236574	0.006	0.006	0.03	0.006	0.006	0.01	4.38	5.11	5.06	5.05
1236584	0.006	0.006	0.03	0.006	0.006	0.01	4.37	5.11	5.06	5.05
1236594	0.006	0.006	0.03	0.006	0.006	0.01	4.37	5.12	5.05	5.05
1236604	0.006	0.006	0.03	0.006	0.006	0.01	4.38	5.12	5.06	5.05
1236614	0.004	0.006	0.03	0.004	0.004	0.01	4.37	5.11	5.05	5.05
1236624	0.006	0.008	0.03	0.008	0.006	0.02	4.38	5.12	5.06	5.05
1236629	0.006	0.006	0.03	0.006	0.006	0.01	4.37	5.11	5.05	5.05
1236702	0.006	0.006	0.03	0.006	0.006	0.01	4.37	5.11	5.05	5.05
1236712	0.006	0.006	0.03	0.006	0.006	0.01	4.37	5.12	5.06	5.05
1236717	0.004	0.004	0.03	0.004	0.004	0.01	4.38	5.12	5.05	5.05
1236722	0.006	0.008	0.03	0.006	0.006	0.01	4.38	5.12	5.05	5.05
1236727	0.006	0.006	0.03	0.006	0.006	0.01	4.38	5.12	5.06	5.05
1236739	0.006	0.006	0.03	0.006	0.006	0.01	4.37	5.12	5.05	5.05
1236749	0.006	0.006	0.03	0.006	0.006	0.01	4.38	5.12	5.06	5.05
1236759	0.004	0.006	0.03	0.006	0.006	0.01	4.37	5.12	5.05	5.05
1236769	0.006	0.008	0.03	0.008	0.006	0.01	4.38	5.11	5.05	5.05
1236779	0.006	0.006	0.03	0.006	0.006	0.01	4.38	5.12	5.06	5.05
1236789	0.006	0.006	0.03	0.006	0.006	0.01	4.38	5.11	5.06	5.05
1236799	0.006	0.006	0.03	0.006	0.006	0.01	4.38	5.12	5.06	5.05
1236804	0.006	0.006	0.03	0.006	0.006	0.01	4.37	5.12	5.05	5.05
1236826	0.006	0.006	0.03	0.006	0.006	0.01	4.37	5.11	5.05	5.05
1236836	0.006	0.006	0.03	0.006	0.006	0.01	4.37	5.12	5.05	5.05
1236846	0.004	0.006	0.03	0.006	0.004	0.01	4.38	5.12	5.05	5.05
1236856	0.006	0.006	0.03	0.006	0.004	0.01	4.37	5.12	5.05	5.05
1236866	0.004	0.006	0.03	0.006	0.004	0.00	4.38	5.12	5.06	5.05
1236876	0.006	0.006	0.03	0.006	0.006	0.01	4.38	5.11	5.05	5.05
1236886	0.004	0.006	0.03	0.004	0.004	0.00	4.38	5.12	5.05	5.05
1236891	0.006	0.006	0.03	0.006	0.004	0.00	4.38	5.12	5.05	5.05
1236896	0.004	0.006	0.03	0.006	0.004	0.00	4.37	5.12	5.06	5.05
1236901	0.006	0.006	0.03	0.006	0.006	0.00	4.37	5.12	5.05	5.05
1236912	0.006	0.006	0.03	0.008	0.006	0.00	4.38	5.12	5.06	5.05
1236922	0.004	0.004	0.03	0.004	0.004	0.00	4.37	5.12	5.05	5.05
1236932	0.006	0.006	0.03	0.006	0.006	0.00	4.38	5.12	5.06	5.05
1236942	0.006	0.006	0.03	0.006	0.006	0.00	4.38	5.12	5.05	5.05
1236952	0.006	0.006	0.03	0.006	0.006	0.00	4.37	5.12	5.05	5.05
1236962	0.006	0.008	0.03	0.006	0.006	0.00	4.38	5.12	5.06	5.05
1236972	0.004	0.006	0.03	0.004	0.004	0.00	4.38	5.12	5.05	5.05
1236977	0.006	0.006	0.03	0.006	0.006	0.00	4.38	5.12	5.05	5.05
1236997	0.006	0.006	0.03	0.006	0.006	0.00	4.37	5.11	5.06	5.05
1237007	0.006	0.006	0.03	0.006	0.006	0.00	4.37	5.12	5.05	5.05
1237017	0.006	0.006	0.03	0.006	0.006	0.00	4.38	5.12	5.06	5.05
1237027	0.004	0.006	0.03	0.004	0.004	0.00	4.37	5.11	5.05	5.05
1237037	0.006	0.006	0.03	0.006	0.006	0.00	4.37	5.12	5.06	5.05
1237047	0.006	0.006	0.04	0.006	0.006	0.00	4.38	5.12	5.06	5.05
1237057	0.006	0.006	0.03	0.006	0.006	0.00	4.38	5.11	5.05	5.05
1237062	0.006	0.006	0.03	0.006	0.006	0.00	4.38	5.12	5.06	5.05
1237073	0.004	0.006	0.03	0.004	0.004	0.00	4.38	5.12	5.05	5.05
1237083	0.006	0.006	0.03	0.006	0.006	0.00	4.38	5.12	5.05	5.05
1237093	0.006	0.006	0.03	0.006	0.006	0.00	4.38	5.12	5.05	5.06
1237103	0.006	0.006	0.03	0.006	0.006	0.00	4.38	5.11	5.05	5.05
1237113	0.006	0.006	0.03	0.006	0.006	0.00	4.38	5.12	5.06	5.05
1237123	0.004	0.006	0.03	0.006	0.004	0.00	4.37	5.12	5.06	5.05
1237133	0.006	0.006	0.03	0.006	0.006	0.00	4.38	5.12	5.05	5.05
1237143	0.006	0.006	0.03	0.006	0.006	0.00	4.38	5.12	5.05	5.05
1237148	0.006	0.006	0.03	0.006	0.006	0.00	4.37	5.12	5.05	5.05
1237168	0.006	0.006	0.03	0.006	0.006	0.00	4.38	5.12	5.05	5.05
1237178	0.004	0.004	0.03	0.004	0.004	0.00	4.37	5.12	5.06	5.06
1237188	0.006	0.008	0.04	0.008	0.006	0.00	4.37	5.11	5.05	5.05
1237198	0.006	0.006	0.03	0.006	0.006	0.00	4.38	5.12	5.05	5.05
1237208	0.006	0.006	0.03	0.006	0.006	0.00	4.38	5.12	5.05	5.05
1237218	0.006	0.006	0.03	0.006	0.006	0.00	4.38	5.12	5.05	5.05
1237228	0.004	0.004	0.03	0.004	0.004	0.00	4.37	5.12	5.05	5.05
1237233	0.006	0.008	0.03	0.008	0.006	0.00	4.37	5.12	5.05	5.05
1237238	0.006	0.006	0.03	0.006	0.006	0.00	4.37	5.11	5.05	5.05
1237243	0.006	0.006	0.03	0.006	0.006	0.00	4.38	5.12	5.05	5.05
1237248	0.006	0.006	0.03	0.006	0.006	0.00	4.38	5.12	5.06	5.05
1237253	0.006	0.006	0.03	0.006	0.006	0.00	4.38	5.12	5.05	5.05
1237258	0.006	0.008	0.03	0.006	0.006	0.00	4.38	5.12	5.06	5.05
1237263	0.006	0.006	0.03	0.006	0.006	0.00	4.38	5.11	5.05	5.05
1237273	0.006	0.006	0.03	0.006	0.006	0.00	4.38	5.12	5.05	5.05
1237278	0.006	0.006	0.03	0.006	0.006	0.00	4.37	5.11	5.05	5.05
1237283	0.006	0.006	0.03	0.006	0.004	0.00	4.37	5.12	5.05	5.05
1237288	0.006	0.006	0.03	0.006	0.006	0.00	4.38	5.12	5.06	5.06
1237293	0.006	0.006	0.03	0.006	0.006	0.00	4.37	5.12	5.05	5.05
1237298	0.006	0.006	0.03	0.006	0.006	0.00	4.37	5.12	5.05	5.06
1237303	0.006	0.006	0.03	0.006	0.006	0.00	4.37	5.12	5.05	5.05
1237308	0.006	0.006	0.03	0.006	0.004	0.00	4.38	5.12	5.05	5.05
1237313	0.006	0.008	0.03	0.006	0.006	0.00	4.38	5.12	5.05	5.05
1237318	0.004	0.006	0.03	0.006	0.004	0.00	4.38	5.12	5.06	5.05
1237323	0.006	0.006	0.03	0.006	0.006	0.00	4.37	5.11	5.05	5.05
1237328	0.006	0.006	0.03	0.006	0.004	0.00	4.38	5.12	5.05	5.05
1237379	0.006	0.006	0.03	0.006	0.004	0.00	4.37	5.12	5.05	5.05
1237389	0.006	0.008	0.03	0.006	0.006	0.00	4.37	5.12	5.05	5.05
1237399	0.004	0.004	0.03	0.004	0.004	0.00	4.37	5.12	5.05	5.05
1237409	0.006	0.006	0.03	0.006	0.006	0.00	4.38	5.12	5.05	5.05
1237414	0.006	0.006	0.03	0.006	0.006	0.00	4.37	5.12	5.05	5.05
1237488	0.006	0.006	0.03	0.006	0.006	0.00	4.37	5.12	5.05	5.05
1237498	0.006	0.008	0.03	0.006	0.006	0.00	4.38	5.12	5.05	5.05
1237503	0.004	0.006	0.03	0.004	0.004	0.00	4.38	5.12	5.05	5.05
1237508	0.006	0.006	0.03	0.006	0.006	0.00	4.38	5.12	5.05	5.05
1237513	0.006	0.006	0.03	0.006	0.006	0.00	4.37	5.12	5.05	5.05
1237526	0.006	0.006	0.03	0.006	0.006	0.00	4.37	5.12	5.05	5.05
1237536	0.006	0.006	0.03	0.006	0.006	0.00	4.38	5.12	5.05	5.05
1237546	0.004	0.006	0.03	0.004	0.004	0.00	4.38	5.12	5.05	5.05
1237556	0.006	0.006	0.03	0.006	0.006	0.00	4.38	5.12	5.05	5.05
1237566	0.006	0.006	0.03	0.006	0.006	0.00	4.37	5.12	5.05	5.05
1237576	0.006	0.006	0.03	0.006	0.006	0.00	4.37	5.12	5.05	5.05
1237586	0.006	0.006	0.03	0.006	0.006	0.00	4.38	5.12	5.06	5.05
1237591	0.004	0.006	0.03	0.006	0.004	0.00	4.37	5.12	5.05	5.06
1237604	0.006	0.006	0.03	0.006	0.006	0.00	4.38	5.12	5.05	5.05
1237614	0.006	0.006	0.03	0.006	0.006	0.00	4.38	5.12	5.05	5.05
1237624	0.006	0.006	0.03	0.006	0.006	0.00	4.37	5.12	5.05	5.05
1237634	0.006	0.006	0.03	0.006	0.006	0.00	4.38	5.12	5.05	5.05
1237644	0.004	0.006	0.03	0.006	0.004	0.00	4.37	5.11	5.05	5.05
1237654	0.006	0.006	0.03	0.006	0.006	0.00	4.38	5.12	5.05	5.05
1237664	0.006	0.006	0.03	0.006	0.006	0.00	4.38	5.12	5.05	5.05
1237674	0.006	0.006	0.03	0.006	0.006	0.00	4.38	5.12	5.06	5.05
1237679	0.006	0.006	0.03	0.006	0.006	0.00	4.38	5.12	5.05	5.05
1237684	0.004	0.006	0.03	0.004	0.004	0.00	4.38	5.12	5.05	5.05
1237689	0.006	0.008	0.03	0.008	0.006	0.01	4.38	5.12	5.05	5.05
1237694	0.006	0.006	0.03	0.006	0.006	0.01	4.38	5.11	5.05	5.05
1237699	0.006	0.006	0.03	0.006	0.006	0.01	4.38	5.11	5.05	5.05
1237704	0.006	0.006	0.03	0.006	0.006	0.01	4.38	5.12	5.05	5.05
1237709	0.004	0.006	0.03	0.004	0.004	0.01	4.38	5.12	5.05	5.05
1237719	0.006	0.008	0.03	0.008	0.006	0.01	4.38	5.12	5.05	5.05
1237724	0.006	0.006	0.03	0.006	0.006	0.01	4.38	5.12	5.06	5.05
1237729	0.006	0.006	0.03	0.006	0.006	0.01	4.38	5.12	5.06	5.05
1237734	0.006	0.006	0.03	0.006	0.006	0.01	4.37	5.12	5.05	5.05
1237739	0.006	0.006	0.03	0.006	0.006	0.01	4.37	5.12	5.06	5.05
1237744	0.006	0.006	0.03	0.008	0.006	0.01	4.38	5.12	5.06	5.05
1237749	0.006	0.006	0.03	0.006	0.006	0.02	4.37	5.12	5.05	5.05
1237754	0.006	0.006	0.03	0.006	0.004	0.02	4.37	5.11	5.05	5.05
1237759	0.006	0.006	0.03	0.006	0.006	0.02	4.38	5.12	5.06	5.05
1237764	0.006	0.006	0.03	0.006	0.006	0.02	4.37	5.12	5.05	5.05
1237769	0.006	0.006	0.03	0.006	0.006	0.02	4.38	5.12	5.05	5.05
1237833	0.006	0.006	0.03	0.006	0.006	0.02	4.37	5.12	5.06	5.05
1237843	0.006	0.006	0.03	0.006	0.006	0.02	4.37	5.12	5.06	5.05
1237853	0.006	0.006	0.03	0.006	0.006	0.01	4.37	5.12	5.05	5.05
1237858	0.006	0.006	0.03	0.006	0.004	0.02	4.38	5.12	5.05	5.05
1237871	0.006	0.006	0.03	0.006	0.006	0.02	4.37	5.12	5.05	5.05
1237881	0.004	0.006	0.03	0.006	0.004	0.02	4.37	5.12	5.05	5.06
1237891	0.004	0.006	0.03	0.006	0.006	0.02	4.38	5.12	5.05	5.05
1237901	0.004	0.006	0.03	0.006	0.004	0.02	4.38	5.12	5.05	5.05
1237906	0.004	0.006	0.03	0.006	0.006	0.02	4.37	5.12	5.05	5.05
1237911	0.006	0.008	0.03	0.006	0.006	0.02	4.38	5.11	5.05	5.05
1237916	0.004	0.004	0.03	0.004	0.004	0.01	4.37	5.12	5.05	5.05
1237930	0.006	0.006	0.03	0.006	0.006	0.02	4.38	5.12	5.05	5.05
1237940	0.006	0.006	0.03	0.006	0.006	0.02	4.37	5.12	5.05	5.05
1237950	0.006	0.006	0.03	0.006	0.004	0.02	4.37	5.12	5.06	5.05
1237960	0.006	0.008	0.03	0.006	0.006	0.02	4.38	5.11	5.05	5.05
1237970	0.004	0.006	0.03	0.004	0.004	0.02	4.38	5.12	5.06	5.05
1237980	0.006	0.006	0.03	0.006	0.006	0.02	4.37	5.12	5.06	5.06
1237990	0.006	0.006	0.03	0.006	0.006	0.01	4.37	5.12	5.05	5.05
1237995	0.006	0.006	0.03	0.006	0.006	0.01	4.37	5.12	5.05	5.05
1238050	0.006	0.006	0.03	0.006	0.006	0.02	4.37	5.12	5.05	5.05
1238060	0.004	0.006	0.03	0.004	0.004	0.01	4.38	5.12	5.05	5.05
1238070	0.006	0.006	0.03	0.006	0.006	0.02	4.38	5.12	5.05	5.05
1238080	0.006	0.006	0.03	0.006	0.006	0.01	4.37	5.12	5.06	5.05
1238085	0.006	0.006	0.03	0.006	0.004	0.01	4.37	5.12	5.05	5.05
1238108	0.006	0.006	0.03	0.006	0.006	0.02	4.37	5.11	5.06	5.05
1238118	0.004	0.006	0.03	0.004	0.004	0.01	4.37	5.12	5.06	5.06
1238128	0.006	0.006	0.03	0.006	0.006	0.01	4.38	5.12	5.05	5.05
1238138	0.006	0.006	0.03	0.006	0.006	0.02	4.38	5.12	5.05	5.05
1238148	0.006	0.006	0.03	0.006	0.004	0.01	4.38	5.12	5.05	5.05
1238158	0.006	0.006	0.03	0.006	0.006	0.01	4.38	5.12	5.05	5.05
1238168	0.004	0.006	0.03	0.004	0.004	0.01	4.37	5.12	5.05	5.05
1238173	0.006	0.006	0.03	0.006	0.006	0.01	4.37	5.12	5.05	5.05
1238187	0.006	0.006	0.03	0.006	0.006	0.01	4.37	5.12	5.05	5.05
1238197	0.006	0.006	0.03	0.006	0.006	0.01	4.37	5.12	5.06	5.05
1238207	0.006	0.006	0.03	0.006	0.006	0.01	4.37	5.11	5.05	5.05
1238217	0.004	0.006	0.03	0.004	0.004	0.01	4.37	5.12	5.05	5.05
1238227	0.006	0.006	0.03	0.006	0.006	0.01	4.38	5.11	5.05	5.05
1238237	0.006	0.006	0.03	0.006	0.006	0.01	4.38	5.12	5.06	5.05
1238247	0.006	0.006	0.03	0.006	0.006	0.01	4.37	5.11	5.05	5.05
1238257	0.006	0.006	0.03	0.006	0.006	0.01	4.38	5.11	5.06	5.05
1238262	0.004	0.006	0.03	0.006	0.004	0.01	4.38	5.12	5.06	5.05
1238267	0.006	0.006	0.03	0.006	0.006	0.01	4.37	5.12	5.05	5.05
1238272	0.006	0.006	0.03	0.006	0.006	0.01	4.37	5.11	5.05	5.05
1238277	0.006	0.006	0.03	0.006	0.006	0.01	4.38	5.12	5.06	5.05
1238282	0.006	0.006	0.03	0.006	0.006	0.01	4.37	5.12	5.05	5.05
1238287	0.004	0.006	0.03	0.004	0.004	0.01	4.38	5.12	5.05	5.05
1238292	0.006	0.008	0.03	0.008	0.006	0.01	4.37	5.12	5.06	5.05
1238303	0.006	0.006	0.03	0.006	0.006	0.01	4.37	5.12	5.05	5.05
1238308	0.006	0.006	0.03	0.006	0.006	0.01	4.37	5.12	5.05	5.05
1238313	0.006	0.006	0.03	0.006	0.006	0.01	4.38	5.12	5.05	5.05
1238318	0.004	0.004	0.03	0.004	0.004	0.01	4.38	5.11	5.05	5.05
1238323	0.006	0.008	0.03	0.008	0.006	0.01	4.38	5.12	5.05	5.05
1238328	0.006	0.006	0.03	0.006	0.006	0.01	4.37	5.12	5.05	5.05
1238333	0.006	0.006	0.03	0.006	0.006	0.01	4.38	5.12	5.05	5.05
1238338	0.006	0.006	0.03	0.006	0.006	0.01	4.38	5.11	5.05	5.05
1238343	0.004	0.006	0.03	0.004	0.004	0.01	4.37	5.12	5.06	5.05
1238348	0.006	0.008	0.03	0.006	0.006	0.01	4.38	5.12	5.06	5.05
1238353	0.006	0.006	0.03	0.006	0.006	0.01	4.37	5.12	5.05	5.05
1238358	0.004	0.006	0.03	0.006	0.004	0.01	4.38	5.12	5.05	5.05
1238406	0.006	0.006	0.03	0.006	0.006	0.01	4.37	5.12	5.06	5.05
1238416	0.006	0.006	0.03	0.006	0.004	0.01	4.37	5.12	5.05	5.05
1238426	0.006	0.006	0.03	0.006	0.006	0.01	4.37	5.12	5.06	5.05
1238436	0.006	0.006	0.03	0.006	0.006	0.01	4.38	5.12	5.05	5.05
1238441	0.006	0.006	0.03	0.006	0.004	0.01	4.38	5.12	5.05	5.05
1238494	0.006	0.006	0.03	0.006	0.006	0.01	4.37	5.12	5.05	5.05
1238504	0.006	0.006	0.03	0.006	0.006	0.01	4.37	5.12	5.06	5.05
1238514	0.006	0.006	0.03	0.006	0.006	0.01	4.37	5.12	5.05	5.05
1238524	0.006	0.006	0.03	0.006	0.006	0.01	4.38	5.12	5.05	5.05
1238529	0.004	0.006	0.03	0.006	0.004	0.01	4.37	5.12	5.05	5.05
1238554	0.006	0.006	0.03	0.006	0.006	0.01	4.38	5.12	5.05	5.05
1238564	0.004	0.006	0.03	0.006	0.004	0.01	4.38	5.12	5.05	5.05
1238574	0.006	0.006	0.03	0.006	0.006	0.01	4.38	5.12	5.06	5.05
1238584	0.006	0.006	0.03	0.006	0.004	0.01	4.38	5.12	5.05	5.05
1238594	0.006	0.006	0.03	0.006	0.004	0.01	4.37	5.12	5.05	5.06
1238604	0.006	0.006	0.03	0.006	0.006	0.01	4.38	5.12	5.05	5.05
1238614	0.004	0.006	0.03	0.006	0.004	0.01	4.37	5.12	5.05	5.06
1238619	0.006	0.006	0.03	0.006	0.006	0.01	4.37	5.12	5.06	5.05
1238631	0.004	0.006	0.03	0.006	0.004	0.01	4.37	5.12	5.05	5.05
1238641	0.006	0.006	0.04	0.006	0.004	0.01	4.38	5.12	5.05	5.05
1238651	0.004	0.006	0.03	0.006	0.004	0.01	4.38	5.12	5.05	5.05
1238661	0.006	0.006	0.03	0.006	0.004	0.01	4.38	5.12	5.05	5.05
1238671	0.006	0.008	0.03	0.006	0.006	0.01	4.37	5.12	5.05	5.05
1238681	0.004	0.006	0.03	0.004	0.004	0.01	4.38	5.11	5.05	5.05
1238691	0.006	0.006	0.03	0.006	0.004	0.01	4.37	5.12	5.05	5.05
1238701	0.006	0.006	0.03	0.006	0.006	0.01	4.38	5.12	5.05	5.05
1238706	0.006	0.006	0.03	0.006	0.006	0.01	4.38	5.12	5.06	5.05
1238711	0.006	0.008	0.03	0.006	0.006	0.01	4.37	5.12	5.05	5.05
1238716	0.004	0.004	0.03	0.004	0.004	0.01	4.37	5.12	5.05	5.05
1238721	0.006	0.006	0.03	0.006	0.006	0.01	4.37	5.12	5.06	5.05
1238726	0.006	0.006	0.03	0.006	0.006	0.01	4.38	5.12	5.05	5.05
1238731	0.006	0.006	0.03	0.006	0.006	0.01	4.38	5.12	5.05	5.05
1238736	0.006	0.006	0.03	0.006	0.006	0.01	4.38	5.12	5.05	5.05
1238746	0.004	0.006	0.03	0.004	0.004	0.01	4.37	5.12	5.05	5.05
1238751	0.006	0.006	0.03	0.006	0.006	0.01	4.37	5.11	5.05	5.05
1238756	0.006	0.006	0.03	0.006	0.006	0.01	4.38	5.12	5.05	5.05
1238761	0.006	0.006	0.03	0.006	0.006	0.01	4.38	5.12	5.05	5.05
1238766	0.006	0.006	0.03	0.006	0.006	0.01	4.37	5.12	5.05	5.05
1238771	0.004	0.006	0.03	0.004	0.004	0.01	4.37	5.12	5.06	5.05
1238776	0.006	0.006	0.03	0.006	0.006	0.01	4.38	5.11	5.06	5.05
1238781	0.006	0.006	0.03	0.006	0.006	0.01	4.38	5.12	5.06	5.05
1238786	0.006	0.006	0.03	0.006	0.006	0.01	4.38	5.12	5.05	5.05
1238791	0.006	0.006	0.03	0.006	0.006	0.01	4.37	5.12	5.05	5.05
1238796	0.004	0.006	0.03	0.006	0.004	0.01	4.37	5.12	5.05	5.05
1238801	0.006	0.006	0.03	0.006	0.006	0.01	4.37	5.12	5.06	5.05
1238870	0.006	0.006	0.03	0.006	0.006	0.01	4.38	5.12	5.06	5.05
1238880	0.006	0.006	0.03	0.006	0.006	0.01	4.38	5.12	5.05	5.05
1238885	0.006	0.006	0.03	0.006	0.006	0.01	4.37	5.12	5.05	5.05
1238898	0.004	0.006	0.03	0.004	0.004	0.01	4.38	5.11	5.05	5.05
1238908	0.006	0.008	0.03	0.006	0.006	0.01	4.38	5.12	5.06	5.05
1238918	0.006	0.006	0.03	0.006	0.006	0.01	4.37	5.11	5.05	5.05
1238928	0.006	0.006	0.03	0.006	0.006	0.01	4.38	5.11	5.05	5.05
1238933	0.006	0.006	0.03	0.006	0.006	0.01	4.37	5.12	5.06	5.05
1238938	0.004	0.004	0.03	0.004	0.004	0.01	4.38	5.12	5.06	5.05
1238950	0.006	0.008	0.03	0.008	0.006	0.01	4.37	5.12	5.05	5.05
1238960	0.006	0.006	0.03	0.006	0.006	0.01	4.38	5.12	5.06	5.05
1238970	0.006	0.006	0.03	0.006	0.004	0.01	4.37	5.12	5.05	5.05
1238980	0.006	0.006	0.03	0.006	0.006	0.01	4.38	5.12	5.05	5.05
1238990	0.006	0.006	0.03	0.006	0.006	0.01	4.38	5.12	5.05	5.05
1239000	0.006	0.008	0.03	0.008	0.006	0.01	4.38	5.11	5.06	5.05
1239010	0.006	0.006	0.03	0.006	0.006	0.01	4.37	5.12	5.05	5.05
1239020	0.006	0.006	0.03	0.006	0.006	0.01	4.38	5.12	5.06	5.05
1239025	0.006	0.006	0.03	0.006	0.006	0.01	4.37	5.11	5.06	5.05
1239088	0.004	0.006	0.03	0.006	0.006	0.01	4.38	5.12	5.05	5.05
1239098	0.006	0.006	0.03	0.006	0.006	0.01	4.37	5.11	5.05	5.05
1239108	0.006	0.006	0.03	0.006	0.006	0.01	4.38	5.12	5.05	5.05
1239118	0.004	0.006	0.03	0.006	0.004	0.01	4.38	5.12	5.05	5.05
1239123	0.006	0.006	0.03	0.006	0.006	0.01	4.38	5.11	5.05	5.05
1239138	0.004	0.006	0.03	0.006	0.006	0.01	4.38	5.12	5.05	5.05
1239148	0.006	0.006	0.03	0.006	0.006	0.01	4.37	5.12	5.05	5.05
1239158	0.004	0.006	0.03	0.006	0.004	0.01	4.38	5.12	5.05	5.05
1239168	0.004	0.006	0.03	0.006	0.004	0.01	4.37	5.12	5.05	5.05
1239178	0.004	0.006	0.03	0.006	0.004	0.01	4.37	5.12	5.06	5.05
1239188	0.006	0.006	0.03	0.006	0.004	0.01	4.37	5.12	5.06	5.05
1239198	0.006	0.008	0.03	0.006	0.006	0.01	4.38	5.12	5.05	5.05
1239208	0.004	0.004	0.03	0.004	0.004	0.01	4.38	5.12	5.05	5.05
1239213	0.006	0.006	0.03	0.006	0.006	0.01	4.37	5.11	5.05	5.05
1239218	0.006	0.006	0.03	0.006	0.006	0.01	4.38	5.11	5.05	5.05
1239223	0.006	0.006	0.03	0.006	0.004	0.01	4.38	5.12	5.05	5.05
1239228	0.006	0.008	0.03	0.008	0.006	0.01	4.38	5.12	5.06	5.05
1239233	0.004	0.004	0.03	0.004	0.004	0.01	4.38	5.11	5.05	5.05
1239238	0.006	0.006	0.03	0.006	0.006	0.01	4.38	5.12	5.05	5.05
1239243	0.006	0.006	0.03	0.006	0.006	0.01	4.37	5.12	5.05	5.05
1239248	0.006	0.006	0.03	0.006	0.006	0.01	4.37	5.12	5.05	5.05
1239253	0.006	0.006	0.03	0.006	0.006	0.01	4.37	5.12	5.05	5.05
1239258	0.004	0.006	0.03	0.004	0.004	0.01	4.37	5.12	5.05	5.05
1239263	0.006	0.006	0.03	0.006	0.006	0.01	4.38	5.11	5.05	5.05
1239282	0.006	0.006	0.03	0.006	0.006	0.01	4.37	5.11	5.05	5.05
1239292	0.004	0.006	0.03	0.006	0.006	0.01	4.38	5.12	5.06	5.05
1239302	0.006	0.006	0.03	0.006	0.006	0.01	4.38	5.12	5.05	5.05
1239312	0.004	0.006	0.03	0.006	0.004	0.01	4.38	5.11	5.05	5.05
1239322	0.006	0.006	0.03	0.006	0.006	0.01	4.37	5.12	5.05	5.05
1239332	0.006	0.006	0.03	0.006	0.006	0.01	4.37	5.12	5.06	5.05
1239342	0.006	0.006	0.03	0.006	0.006	0.02	4.38	5.12	5.06	5.05
1239347	0.006	0.006	0.03	0.006	0.006	0.01	4.38	5.11	5.06	5.05
1239400	0.004	0.006	0.03	0.006	0.004	0.01	4.38	5.12	5.05	5.05
1239410	0.006	0.006	0.03	0.006	0.006	0.01	4.37	5.12	5.05	5.05
1239420	0.006	0.006	0.03	0.006	0.006	0.02	4.37	5.12	5.05	5.05
1239430	0.006	0.006	0.03	0.006	0.006	0.01	4.38	5.12	5.05	5.05
1239435	0.006	0.006	0.03	0.006	0.006	0.02	4.37	5.11	5.05	5.05
1239440	0.004	0.004	0.03	0.004	0.004	0.01	4.37	5.12	5.05	5.05
