Start: 2025-04-04T13:10:23
ms	X1(V)	Y1(V)	I1(V)	X2(V)	Y2(V)	I2(V)	RX1(V)	RY1(V)	RX2(V)	RY2(V)
716359	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.06	5.05
716369	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.06	5.05
716379	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.06	5.05
716389	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.06	5.05
716399	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.05	5.05
716409	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.05	5.05
716414	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.05	5.05
716441	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.06	5.05
716451	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.05	5.05
716461	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.06	5.05
716471	0.004	0.006	0.03	0.006	0.004	0.02	4.41	5.15	5.06	5.05
716481	0.004	0.006	0.03	0.006	0.004	0.02	4.41	5.15	5.06	5.05
716491	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.06	5.05
716501	0.004	0.006	0.03	0.006	0.004	0.02	4.41	5.15	5.05	5.05
716506	0.006	0.006	0.03	0.006	0.004	0.02	4.41	5.15	5.05	5.06
716521	0.006	0.006	0.03	0.006	0.004	0.02	4.41	5.15	5.05	5.05
716531	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.06	5.05
716541	0.006	0.008	0.03	0.006	0.006	0.02	4.41	5.15	5.05	5.05
716551	0.004	0.006	0.03	0.004	0.004	0.02	4.41	5.15	5.05	5.05
716561	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.06	5.05
716571	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.06	5.05
716581	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.05	5.05
716591	0.006	0.008	0.03	0.008	0.006	0.02	4.41	5.15	5.06	5.05
716596	0.004	0.006	0.03	0.004	0.004	0.02	4.41	5.15	5.06	5.05
716621	0.004	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.06	5.05
716631	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.05	5.05
716641	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.06	5.05
716651	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.06	5.05
716661	0.004	0.004	0.03	0.004	0.004	0.02	4.41	5.15	5.06	5.05
716671	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.06	5.05
716681	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.06	5.05
716686	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.05	5.05
716717	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.05	5.05
716727	0.004	0.006	0.03	0.006	0.004	0.02	4.41	5.15	5.05	5.05
716737	0.006	0.006	0.03	0.006	0.004	0.02	4.41	5.15	5.06	5.05
716747	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.06	5.06
716757	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.05	5.05
716767	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.06	5.05
716777	0.004	0.006	0.03	0.006	0.004	0.02	4.41	5.15	5.06	5.05
716787	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.06	5.05
716797	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.05	5.05
716802	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.06	5.05
716807	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.06	5.05
716821	0.004	0.006	0.03	0.006	0.004	0.02	4.41	5.15	5.05	5.05
716831	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.05	5.05
716841	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.05	5.05
716851	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.05	5.05
716861	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.06	5.05
716871	0.004	0.006	0.03	0.004	0.004	0.02	4.41	5.15	5.05	5.05
716881	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.05	5.05
716891	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.05	5.05
716896	0.006	0.006	0.03	0.006	0.004	0.02	4.42	5.16	5.05	5.05
716901	0.006	0.006	0.04	0.006	0.006	0.02	4.41	5.15	5.05	5.05
716906	0.004	0.006	0.03	0.004	0.004	0.02	4.41	5.15	5.05	5.05
716911	0.006	0.008	0.03	0.008	0.006	0.02	4.41	5.15	5.06	5.05
716922	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.06	5.06
716932	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.05	5.05
716942	0.006	0.006	0.03	0.006	0.006	0.02	4.42	5.15	5.06	5.05
716952	0.006	0.006	0.03	0.006	0.004	0.02	4.41	5.15	5.06	5.05
716962	0.006	0.008	0.03	0.006	0.006	0.02	4.41	5.15	5.06	5.05
716972	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.06	5.05
716982	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.06	5.05
716987	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.05	5.05
716992	0.004	0.006	0.03	0.006	0.004	0.02	4.41	5.15	5.06	5.05
716997	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.05	5.05
717010	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.06	5.06
717020	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.06	5.05
717030	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.06	5.05
717040	0.004	0.006	0.03	0.006	0.004	0.02	4.41	5.15	5.05	5.05
717050	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.05	5.05
717060	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.05	5.05
717070	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.06	5.05
717075	0.004	0.006	0.03	0.006	0.004	0.02	4.41	5.15	5.05	5.05
717097	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.05	5.05
717107	0.006	0.008	0.03	0.006	0.006	0.02	4.41	5.15	5.06	5.05
717117	0.004	0.006	0.03	0.006	0.004	0.02	4.42	5.16	5.06	5.05
717127	0.006	0.006	0.03	0.006	0.006	0.02	4.42	5.15	5.05	5.05
717137	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.06	5.05
717147	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.05	5.05
717157	0.006	0.008	0.03	0.008	0.006	0.02	4.41	5.15	5.05	5.05
717162	0.004	0.006	0.03	0.004	0.004	0.02	4.41	5.15	5.05	5.05
717193	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.06	5.05
717203	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.05	5.05
717213	0.006	0.006	0.03	0.006	0.004	0.02	4.41	5.15	5.05	5.05
717223	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.05	5.05
717233	0.004	0.006	0.03	0.004	0.004	0.02	4.41	5.15	5.06	5.05
717243	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.06	5.05
717253	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.05	5.05
717263	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.06	5.05
717268	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.05	5.05
717273	0.004	0.006	0.03	0.006	0.004	0.02	4.41	5.15	5.05	5.05
717278	0.004	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.05	5.05
717283	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.05	5.05
717288	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.05	5.05
717293	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.05	5.05
717298	0.004	0.006	0.03	0.006	0.004	0.02	4.41	5.15	5.06	5.05
717308	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.05	5.05
717313	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.05	5.05
717318	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.05	5.05
717323	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.06	5.05
717328	0.004	0.006	0.03	0.006	0.004	0.02	4.41	5.15	5.05	5.05
717333	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.05	5.05
717338	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.06	5.05
717343	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.06	5.05
717348	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.06	5.05
717353	0.004	0.006	0.03	0.004	0.004	0.02	4.41	5.15	5.05	5.05
717358	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.05	5.05
717363	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.05	5.05
717368	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.06	5.05
717373	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.05	5.05
717421	0.004	0.006	0.03	0.006	0.004	0.02	4.41	5.15	5.05	5.05
717431	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.05	5.05
717441	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.06	5.05
717446	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.05	5.05
717457	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.06	5.05
717467	0.004	0.004	0.03	0.004	0.004	0.02	4.41	5.15	5.05	5.05
717477	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.06	5.05
717487	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.06	5.05
717492	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.06	5.05
717497	0.006	0.006	0.03	0.006	0.006	0.02	4.42	5.15	5.06	5.05
717502	0.004	0.004	0.03	0.004	0.004	0.02	4.41	5.15	5.05	5.05
717507	0.006	0.008	0.03	0.008	0.006	0.02	4.41	5.15	5.05	5.05
717512	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.05	5.05
717517	0.006	0.006	0.03	0.006	0.004	0.02	4.41	5.15	5.05	5.05
717522	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.06	5.05
717527	0.004	0.006	0.03	0.006	0.004	0.02	4.41	5.15	5.06	5.05
717532	0.006	0.008	0.03	0.008	0.006	0.02	4.41	5.15	5.05	5.05
717544	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.06	5.05
717554	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.05	5.05
717564	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.05	5.05
717574	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.05	5.05
717579	0.006	0.008	0.03	0.008	0.006	0.02	4.41	5.15	5.06	5.05
717656	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.05	5.05
717666	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.05	5.05
717671	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.05	5.05
717692	0.006	0.006	0.03	0.006	0.006	0.02	4.42	5.15	5.06	5.05
717702	0.006	0.008	0.03	0.008	0.006	0.02	4.41	5.15	5.06	5.05
717712	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.05	5.05
717722	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.06	5.05
717727	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.06	5.05
717732	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.05	5.05
717742	0.006	0.006	0.03	0.008	0.006	0.02	4.41	5.15	5.05	5.05
717752	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.05	5.05
717762	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.06	5.06
717772	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.05	5.05
717782	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.05	5.05
717792	0.006	0.008	0.04	0.006	0.006	0.02	4.41	5.15	5.06	5.05
717802	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.05	5.05
717812	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.06	5.06
717817	0.006	0.006	0.03	0.006	0.004	0.02	4.41	5.15	5.06	5.05
717862	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.05	5.05
717872	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.06	5.05
717882	0.006	0.006	0.03	0.006	0.004	0.02	4.41	5.15	5.05	5.05
717892	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.05	5.05
717902	0.006	0.006	0.03	0.006	0.004	0.02	4.41	5.15	5.05	5.05
717907	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.05	5.05
717912	0.006	0.008	0.03	0.008	0.006	0.02	4.41	5.15	5.05	5.05
717917	0.004	0.006	0.03	0.006	0.004	0.02	4.41	5.15	5.06	5.05
717922	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.05	5.05
717927	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.05	5.05
717932	0.006	0.006	0.04	0.006	0.006	0.02	4.41	5.15	5.06	5.05
717937	0.006	0.008	0.03	0.008	0.006	0.02	4.41	5.15	5.06	5.05
717942	0.004	0.006	0.03	0.006	0.004	0.02	4.41	5.15	5.06	5.05
717947	0.006	0.006	0.04	0.006	0.004	0.02	4.41	5.15	5.05	5.05
717952	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.06	5.05
717957	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.05	5.05
717962	0.006	0.008	0.03	0.008	0.006	0.02	4.41	5.15	5.06	5.05
717967	0.004	0.006	0.03	0.004	0.004	0.02	4.41	5.15	5.06	5.05
717972	0.006	0.006	0.03	0.006	0.006	0.02	4.42	5.16	5.06	5.05
717977	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.05	5.05
717982	0.006	0.006	0.03	0.006	0.006	0.02	4.42	5.15	5.06	5.05
717987	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.05	5.05
717992	0.004	0.006	0.03	0.004	0.004	0.02	4.41	5.15	5.06	5.05
717997	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.06	5.05
718046	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.06	5.05
718056	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.06	5.05
718066	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.05	5.05
718076	0.004	0.006	0.03	0.004	0.004	0.02	4.41	5.15	5.05	5.05
718081	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.06	5.05
718158	0.006	0.006	0.04	0.006	0.006	0.02	4.41	5.15	5.05	5.05
718168	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.05	5.05
718173	0.006	0.006	0.03	0.006	0.004	0.02	4.41	5.15	5.06	5.05
718196	0.004	0.006	0.03	0.006	0.004	0.02	4.41	5.15	5.06	5.05
718206	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.06	5.05
718216	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.06	5.05
718226	0.006	0.006	0.03	0.006	0.006	0.02	4.42	5.15	5.06	5.05
718236	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.06	5.05
718246	0.004	0.006	0.03	0.006	0.004	0.02	4.41	5.15	5.05	5.05
718256	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.06	5.05
718266	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.05	5.05
718276	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.05	5.05
718281	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.05	5.05
718309	0.006	0.006	0.03	0.006	0.004	0.02	4.41	5.15	5.05	5.05
718319	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.06	5.05
718329	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.05	5.05
718339	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.06	5.05
718349	0.006	0.006	0.04	0.006	0.006	0.02	4.41	5.15	5.05	5.05
718359	0.004	0.006	0.03	0.006	0.004	0.02	4.42	5.15	5.06	5.05
718369	0.006	0.008	0.03	0.006	0.006	0.02	4.41	5.15	5.05	5.05
718374	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.06	5.05
718379	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.06	5.05
718384	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.05	5.05
718389	0.004	0.004	0.03	0.004	0.004	0.02	4.41	5.15	5.05	5.05
718400	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.05	5.05
718410	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.05	5.04
718420	0.004	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.06	5.06
718430	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.05	5.05
718440	0.004	0.006	0.03	0.004	0.004	0.02	4.41	5.15	5.05	5.05
718450	0.006	0.008	0.03	0.008	0.006	0.02	4.41	5.15	5.06	5.05
718460	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.05	5.05
718465	0.006	0.006	0.03	0.006	0.004	0.02	4.42	5.15	5.06	5.05
718470	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.05	5.05
718481	0.004	0.004	0.03	0.004	0.004	0.02	4.41	5.15	5.05	5.05
718491	0.006	0.008	0.03	0.006	0.006	0.02	4.41	5.15	5.05	5.05
718501	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.06	5.05
718511	0.006	0.006	0.03	0.006	0.004	0.02	4.41	5.15	5.06	5.05
718521	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.05	5.05
718531	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.05	5.05
718541	0.006	0.008	0.03	0.006	0.006	0.02	4.41	5.15	5.05	5.05
718551	0.006	0.006	0.03	0.006	0.006	0.02	4.42	5.16	5.06	5.06
718556	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.05	5.05
718572	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.06	5.05
718582	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.05	5.05
718592	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.06	5.05
718602	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.06	5.05
718612	0.006	0.006	0.04	0.006	0.006	0.02	4.41	5.15	5.05	5.05
718622	0.006	0.006	0.04	0.006	0.006	0.02	4.41	5.15	5.05	5.05
718632	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.05	5.05
718642	0.006	0.008	0.03	0.006	0.006	0.02	4.41	5.15	5.05	5.05
718647	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.05	5.05
718652	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.05	5.05
718657	0.006	0.006	0.04	0.006	0.006	0.02	4.41	5.15	5.06	5.05
718662	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.06	5.05
718667	0.006	0.008	0.03	0.006	0.006	0.02	4.41	5.15	5.05	5.05
718680	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.05	5.05
718690	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.05	5.05
718700	0.004	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.05	5.05
718705	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.05	5.05
718710	0.006	0.008	0.03	0.006	0.006	0.02	4.41	5.15	5.06	5.06
718715	0.004	0.006	0.04	0.006	0.004	0.02	4.41	5.15	5.06	5.05
718720	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.05	5.05
718725	0.004	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.05	5.05
718730	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.05	5.05
718735	0.006	0.008	0.03	0.006	0.006	0.02	4.41	5.15	5.06	5.05
718740	0.004	0.006	0.03	0.006	0.004	0.02	4.42	5.15	5.05	5.05
718745	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.05	5.05
718750	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.06	5.05
718755	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.05	5.05
718803	0.006	0.008	0.03	0.006	0.006	0.02	4.41	5.15	5.05	5.05
718813	0.004	0.006	0.03	0.006	0.004	0.02	4.41	5.15	5.06	5.05
718823	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.05	5.05
718833	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.05	5.05
718843	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.05	5.05
718848	0.006	0.008	0.03	0.006	0.006	0.02	4.42	5.15	5.05	5.05
718877	0.004	0.006	0.03	0.004	0.004	0.02	4.41	5.15	5.05	5.05
718887	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.06	5.05
718897	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.06	5.05
718902	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.05	5.05
718913	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.05	5.05
718923	0.006	0.006	0.03	0.006	0.004	0.02	4.41	5.15	5.05	5.05
718933	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.06	5.05
718943	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.06	5.05
718953	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.05	5.05
718963	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.06	5.05
718973	0.004	0.006	0.03	0.004	0.004	0.02	4.42	5.15	5.06	5.06
718983	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.05	5.06
718988	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.05	5.05
718993	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.05	5.05
718998	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.06	5.05
719003	0.004	0.006	0.03	0.004	0.004	0.02	4.41	5.15	5.06	5.05
719008	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.06	5.05
719018	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.06	5.05
719028	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.05	5.05
719033	0.006	0.006	0.03	0.006	0.006	0.02	4.42	5.15	5.06	5.06
719072	0.004	0.006	0.03	0.006	0.004	0.02	4.42	5.15	5.05	5.05
719082	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.06	5.05
719092	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.05	5.05
719102	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.06	5.05
719112	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.05	5.05
719122	0.004	0.006	0.03	0.006	0.004	0.02	4.41	5.15	5.06	5.05
719132	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.06	5.06
719137	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.06	5.05
719194	0.006	0.006	0.04	0.006	0.006	0.02	4.41	5.15	5.05	5.05
719204	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.05	5.05
719214	0.004	0.006	0.03	0.004	0.004	0.02	4.41	5.15	5.05	5.05
719224	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.05	5.05
719229	0.006	0.006	0.04	0.006	0.006	0.02	4.41	5.15	5.06	5.05
719234	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.05	5.05
719239	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.05	5.05
719249	0.004	0.006	0.03	0.006	0.004	0.02	4.41	5.15	5.06	5.05
719259	0.006	0.008	0.03	0.008	0.006	0.02	4.41	5.15	5.05	5.05
719269	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.06	5.05
719279	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.06	5.05
719289	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.06	5.05
719299	0.004	0.004	0.03	0.004	0.004	0.02	4.41	5.15	5.05	5.05
719309	0.006	0.006	0.03	0.008	0.006	0.02	4.41	5.15	5.05	5.05
719319	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.05	5.05
719324	0.006	0.006	0.03	0.006	0.004	0.02	4.41	5.15	5.05	5.05
719358	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.05	5.05
719368	0.004	0.006	0.03	0.004	0.004	0.02	4.41	5.15	5.05	5.05
719378	0.006	0.008	0.03	0.008	0.006	0.02	4.41	5.15	5.06	5.05
719388	0.006	0.006	0.03	0.006	0.006	0.02	4.42	5.16	5.06	5.05
719398	0.006	0.006	0.03	0.006	0.006	0.02	4.42	5.15	5.05	5.05
719408	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.05	5.05
719418	0.004	0.006	0.03	0.006	0.004	0.02	4.41	5.15	5.05	5.05
719423	0.006	0.008	0.03	0.008	0.006	0.02	4.41	5.15	5.06	5.05
719428	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.05	5.05
719440	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.06	5.05
719450	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.05	5.05
719460	0.006	0.006	0.03	0.006	0.006	0.03	4.41	5.15	5.06	5.05
719470	0.006	0.008	0.03	0.006	0.006	0.02	4.41	5.15	5.06	5.05
719480	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.06	5.05
719490	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.05	5.05
719500	0.006	0.006	0.03	0.006	0.006	0.02	4.42	5.15	5.06	5.05
719510	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.06	5.05
719515	0.006	0.008	0.03	0.008	0.006	0.02	4.41	5.15	5.06	5.05
719558	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.05	5.05
719568	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.05	5.05
719578	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.06	5.05
719588	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.05	5.05
719598	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.06	5.05
719608	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.06	5.05
719618	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.05	5.05
